Codedep_com;COM;PTOT;
48021;La Bastide-Puylaurent;157;
48025;Les Bessons;451;
48026;Blavignac;266;
48027;Mont Lozère et Goulet;1088;
48028;Les Bondons;154;
48029;Le Born;148;
48030;Brenoux;395;
48031;Brion;79;
48032;Le Buisson;228;
48034;La Canourgue;2220;
48036;Cassagnas;129;
48037;Chadenet;122;
48038;Bel-Air-Val-d'Ance;550;
48039;Chanac;1500;
48041;Chastanier;77;
48042;Chastel-Nouvel;935;
48043;Châteauneuf-de-Randon;535;
48044;Chauchailles;88;
48045;Chaudeyrac;303;
48046;Chaulhac;69;
48048;Cheylard-l'Evêque;66;
48050;Bédouès-Cocurès;466;
48051;Le Collet-de-Dèze;741;
48053;Cubières;197;
48054;Cubiérettes;55;
48055;Cultures;187;
48056;Esclanèdes;415;
48058;La Fage-Montivernoux;160;
48059;La Fage-Saint-Julien;312;
48061;Florac Trois Rivières;2110;
48063;Fontans;229;
48064;Fournels;378;
48065;Fraissinet-de-Fourques;80;
48067;Gabriac;102;
48068;Gabrias;164;
48069;Gatuzières;53;
48070;Grandrieu;766;
48071;Grandvals;67;
48072;Grèzes;239;
48073;Les Hermaux;99;
48074;Hures-la-Parade;242;
48075;Ispagnac;924;
48077;Julianges;49;
48079;Lajo;117;
48080;Langogne;3080;
48081;Lanuéjols;326;
48082;Laubert;102;
48083;Les Laubies;156;
48085;Laval-du-Tarn;98;
48086;Luc;214;
48087;Prinsuéjols-Malbouzon;275;
48088;La Malène;141;
48089;Le Malzieu-Forain;504;
48090;Le Malzieu-Ville;742;
48091;Marchastel;53;
48092;Marvejols;4928;
48094;Massegros Causses Gorges;987;
48095;Mende;13147;
48096;Meyrueis;926;
48097;Moissac-Vallée-Française;225;
48098;Molezon;100;
48099;Bourgs sur Colagne;2140;
48100;Montbel;120;
48103;Montrodat;1264;
48104;Nasbinals;589;
48105;Naussac-Fontanes;387;
48106;Noalhac;103;
48107;Palhers;186;
48108;La Panouse;78;
48110;Paulhac-en-Margeride;106;
48111;Pelouse;245;
48112;Pierrefiche;169;
48115;Le Pompidou;166;
48116;Pont de Montvert - Sud Mont Lozère;586;
48117;Pourcharesses;123;
48119;Prévenchères;263;
48121;Prunières;249;
48123;Recoules-d'Aubrac;178;
48124;Recoules-de-Fumas;104;
48126;Lachamp-Ribennes;370;
48127;Monts-de-Randon;1312;
48128;Rimeize;614;
48129;Rocles;235;
48130;Rousses;125;
48131;Le Rozier;140;
48132;Saint-Alban-sur-Limagnole;1412;
48135;Saint-André-Capcèze;182;
48136;Saint-André-de-Lancize;152;
48137;Saint-Bauzile;649;
48138;Saint-Bonnet-de-Chirac;69;
48139;Saint Bonnet-Laval;253;
48140;Saint-Chély-d'Apcher;4800;
48141;Mas-Saint-Chély;113;
48144;Sainte-Croix-Vallée-Française;278;
48145;Saint-Denis-en-Margeride;163;
48146;Gorges du Tarn Causses;942;
48147;Saint-Etienne-du-Valdonnez;694;
48148;Saint-Etienne-Vallée-Française;532;
48149;Sainte-Eulalie;38;
48150;Saint-Flour-de-Mercoire;202;
48151;Saint-Frézal-d'Albuges;66;
48152;Ventalon en Cévennes;272;
48153;Saint-Gal;93;
48155;Saint-Germain-de-Calberte;471;
48156;Saint-Germain-du-Teil;893;
48157;Sainte-Hélène;111;
48158;Saint-Hilaire-de-Lavit;108;
48160;Saint-Jean-la-Fouillouse;163;
48161;Saint-Juéry;71;
48163;Saint-Julien-des-Points;117;
48165;Saint-Laurent-de-Muret;196;
48166;Cans et Cévennes;300;
48167;Saint-Laurent-de-Veyrès;38;
48168;Saint-Léger-de-Peyre;195;
48169;Saint-Léger-du-Malzieu;221;
48170;Saint-Martin-de-Boubaux;203;
48171;Saint-Martin-de-Lansuscle;193;
48173;Saint-Michel-de-Dèze;233;
48174;Saint-Paul-le-Froid;142;
48175;Saint-Pierre-de-Nogaret;186;
48176;Saint-Pierre-des-Tripiers;94;
48177;Saint-Pierre-le-Vieux;331;
48178;Saint-Privat-de-Vallongue;228;
48179;Saint-Privat-du-Fau;115;
48181;Saint-Saturnin;67;
48182;Saint-Sauveur-de-Ginestoux;60;
48185;Les Salelles;170;
48187;Les Salces;102;
48188;Serverette;249;
48190;Termes;223;
48191;La Tieule;97;
48192;Trélans;94;
48193;Vebron;215;
48194;Vialas;472;
48198;Villefort;560;
49002;Allonnes;3028;
49003;Tuffalun;1789;
49007;Angers;158930;
49008;Angrie;956;
49009;Antoigné;464;
49010;Armaillé;324;
49011;Artannes-sur-Thouet;446;
49012;Aubigné-sur-Layon;379;
49015;Avrillé;14800;
49017;Baracé;610;
49018;Baugé-en-Anjou;12090;
49020;Beaucouzé;5546;
49021;Beaufort-en-Anjou;7383;
49022;Beaulieu-sur-Layon;1397;
49023;Beaupréau-en-Mauges;24135;
49026;Bécon-les-Granits;2879;
49027;Bégrolles-en-Mauges;2149;
49028;Béhuard;131;
49029;Blaison-Saint-Sulpice;1321;
49030;Blou;1007;
49035;Bouchemaine;6915;
49036;Bouillé-Ménard;771;
49038;Bourg-l'Evêque;245;
49041;Brain-sur-Allonnes;2074;
49045;La Breille-les-Pins;614;
49048;Briollay;3125;
49050;Brissac Loire Aubance;11125;
49053;Brossay;354;
49054;Candé;2886;
49055;Cantenay-Epinard;2352;
49056;Carbay;269;
49057;Cernusson;343;
49058;Les Cerqueux;886;
49060;Bellevigne-les-Châteaux;3562;
49061;Challain-la-Potherie;816;
49063;Chalonnes-sur-Loire;6693;
49064;Chambellay;409;
49067;Chenillé-Champteussé;350;
49068;Champtocé-sur-Loire;1895;
49069;Orée d'Anjou;16706;
49070;Chanteloup-les-Bois;704;
49076;La Chapelle-Saint-Laud;770;
49080;Les Hauts-d'Anjou;8944;
49082;Chaudefonds-sur-Layon;958;
49086;Terranjou;4078;
49089;Chazé-sur-Argos;1081;
49090;Cheffes;986;
49092;Chemillé-en-Anjou;21432;
49099;Cholet;55979;
49100;Cizay-la-Madeleine;486;
49102;Cléré-sur-Layon;342;
49107;Cornillé-les-Caves;483;
49109;Coron;1610;
49110;Corzé;1918;
49112;Le Coudray-Macouard;975;
49113;Courchamps;528;
49114;Courléon;149;
49120;Denée;1407;
49121;Dénezé-sous-Doué;489;
49123;Distré;1787;
49125;Doué-en-Anjou;11376;
49127;Durtal;3433;
49129;Ecouflant;4452;
49130;Ecuillé;674;
49131;Epieds;741;
49132;Etriché;1564;
49135;Feneu;2230;
49138;Les Bois d'Anjou;2659;
49140;Fontevraud-l'Abbaye;1553;
49155;Grez-Neuville;1472;
49160;Ingrandes-Le Fresne sur Loire;2723;
49161;La Jaille-Yvon;340;
49163;Jarzé Villages;2780;
49167;Les Garennes sur Loire;4678;
49170;Juvardeil;819;
49171;La Lande-Chasles;123;
49174;Huillé-Lézigné;1336;
49176;Le Lion-d'Angers;5099;
49178;Loiré;897;
49180;Longué-Jumelles;6952;
49182;Louresse-Rochemenier;896;
49183;Val d'Erdre-Auxence;4987;
49188;Marcé;852;
49192;Maulévrier;3281;
49193;Le May-sur-Evre;3910;
49194;Mazé-Milon;6030;
49195;Mazières-en-Mauges;1285;
49200;Longuenée-en-Anjou;6477;
49201;La Ménitré;2084;
49205;Miré;984;
49209;Montigné-lès-Rairies;443;
49211;Montilliers;1245;
49214;Montreuil-Juigné;7782;
49215;Montreuil-Bellay;3976;
49216;Montreuil-sur-Loir;596;
49217;Montreuil-sur-Maine;785;
49218;Montrevault-sur-Evre;15985;
49219;Montsoreau;437;
49220;Morannes sur Sarthe-Daumeray;3722;
49221;Mouliherne;843;
49222;Mozé-sur-Louet;2058;
49223;Mûrs-Erigné;5761;
49224;Neuillé;1001;
49228;Noyant-Villages;5713;
49231;Nuaillé;1491;
49235;Parnay;439;
49236;Passavant-sur-Layon;130;
49237;La Pellerine;134;
49240;La Plaine;1028;
49241;Le Plessis-Grammoire;2612;
49244;Mauges-sur-Loire;18399;
49246;Les Ponts-de-Cé;13360;
49247;La Possonnière;2489;
49248;Ombrée d'Anjou;9221;
49253;Le Puy-Notre-Dame;1207;
49257;Les Rairies;1044;
49259;Rochefort-sur-Loire;2382;
49260;La Romagne;2033;
49261;Gennes-Val-de-Loire;8739;
49262;Rou-Marson;661;
49266;Saint-Augustin-des-Bois;1256;
49267;Saint-Barthélemy-d'Anjou;9438;
49269;Saint-Christophe-du-Bois;2854;
49271;Saint-Clément-de-la-Place;2126;
49272;Saint-Clément-des-Levées;1106;
49278;Sainte-Gemmes-sur-Loire;3710;
49283;Saint-Georges-sur-Loire;3704;
49284;Saint-Germain-des-Prés;1429;
49288;Saint-Jean-de-la-Croix;232;
49291;Saint-Just-sur-Dive;381;
49292;Val-du-Layon;3459;
49294;Saint-Lambert-la-Potherie;2954;
49298;Saint-Léger-de-Linières;3757;
49299;Saint-Léger-sous-Cholet;3088;
49301;Sèvremoine;25715;
49302;Saint-Macaire-du-Bois;456;
49306;Saint-Martin-du-Fouilloux;1697;
49307;Loire-Authion;16477;
49308;Saint-Melaine-sur-Aubance;2181;
49310;Saint-Paul-du-Bois;616;
49311;Saint-Philbert-du-Peuple;1351;
49321;Saint-Sigismond;395;
49323;Verrières-en-Anjou;7817;
49326;Sarrigné;831;
49328;Saumur;27449;
49329;Savennières;1386;
49330;Sceaux-d'Anjou;1198;
49331;Segré-en-Anjou Bleu;18295;
49332;La Séguinière;4304;
49333;Seiches-sur-le-Loir;2972;
49334;Sermaise;337;
49336;Somloire;899;
49338;Soulaines-sur-Aubance;1456;
49339;Soulaire-et-Bourg;1531;
49341;Souzay-Champigny;771;
49343;La Tessoualle;3262;
49344;Thorigné-d'Anjou;1260;
49345;Bellevigne-en-Layon;5866;
49347;Tiercé;4505;
49352;Toutlemonde;1355;
49353;Trélazé;15129;
49355;Trémentines;3141;
49358;Turquant;585;
49359;Les Ulmes;592;
49361;Varennes-sur-Loire;1866;
49362;Varrains;1268;
49364;Vaudelnay;1153;
49367;Erdre-en-Anjou;5823;
49368;Vernantes;2032;
49369;Vernoil-le-Fourrier;1291;
49370;Verrie;487;
49371;Vezins;1756;
49373;Lys-Haut-Layon;7966;
49374;Villebernier;1469;
49377;Rives-du-Loir-en-Anjou;5745;
49378;Vivy;2572;
49381;Yzernay;1843;
50002;Agneaux;4592;
50003;Agon-Coutainville;2891;
50004;Airel;552;
50006;Amigny;159;
50008;Anctoville-sur-Boscq;461;
50013;Anneville-en-Saire;395;
50015;Annoville;664;
50016;Appeville;184;
50019;Aucey-la-Plaine;425;
50021;Audouville-la-Hubert;76;
50022;Aumeville-Lestre;115;
50023;Auvers;686;
50024;Auxais;173;
50025;Avranches;10819;
50026;Azeville;81;
50027;Bacilly;983;
50028;La Baleine;104;
50029;Barenton;1240;
50030;Barfleur;567;
50031;Barneville-Carteret;2295;
50032;La Barre-de-Semilly;1075;
50033;Baubigny;145;
50034;Baudre;562;
50036;Baupte;437;
50038;Beauchamps;437;
50039;Beaucoudray;130;
50040;Beauficel;129;
50041;La Hague;11509;
50042;Beauvoir;438;
50044;Belval;323;
50045;Benoîtville;631;
50046;Bérigny;433;
50048;Beslon;565;
50049;Besneville;679;
50050;Beuvrigny;138;
50052;Beuzeville-la-Bastille;145;
50054;Biéville;195;
50055;Biniville;115;
50058;Blainville-sur-Mer;1665;
50059;Blosville;325;
50060;La Bloutière;444;
50062;Boisyvon;116;
50064;La Bonneville;185;
50066;Jullouville;2446;
50069;Bourguenolles;357;
50070;Boutteville;79;
50072;Brainville;218;
50074;Brécey;2285;
50076;Bréhal;3542;
50077;Bretteville;1081;
50078;Bretteville-sur-Ay;415;
50079;Breuville;418;
50081;Bréville-sur-Mer;800;
50082;Bricquebec-en-Cotentin;5976;
50083;Bricquebosq;607;
50084;Bricqueville-la-Blouette;562;
50085;Bricqueville-sur-Mer;1264;
50086;Brillevast;329;
50087;Brix;2208;
50088;Brouains;137;
50090;Buais-Les-Monts;621;
50092;Cambernon;720;
50093;Cametours;424;
50094;Camprond;420;
50095;Canisy;1823;
50096;Canteloup;217;
50097;Canville-la-Rocque;123;
50098;Carantilly;637;
50099;Carentan-les-Marais;10233;
50101;Carneville;241;
50102;Carolles;764;
50105;Catteville;102;
50106;Cavigny;270;
50108;Céaux;426;
50109;Cérences;1818;
50110;Cerisy-la-Forêt;1055;
50111;Cerisy-la-Salle;1020;
50112;La Chaise-Baudouin;472;
50115;Le Grippon;394;
50117;Champeaux;363;
50118;Champrepus;334;
50120;Chanteloup;363;
50121;La Chapelle-Cécelin;248;
50124;La Chapelle-Urée;168;
50126;Chavoy;140;
50129;Cherbourg-en-Cotentin;80912;
50130;Chérencé-le-Héron;433;
50135;Clitourps;229;
50137;La Colombe;641;
50138;Colomby;560;
50139;Condé-sur-Vire;4205;
50142;Vicq-sur-Mer;1067;
50143;Coudeville-sur-Mer;893;
50144;Coulouvray-Boisbenâtre;545;
50145;Courcy;605;
50146;Courtils;237;
50147;Coutances;9581;
50148;Couvains;548;
50149;Couville;1200;
50150;Crasville;231;
50151;Créances;2122;
50152;Les Cresnays;228;
50155;Crollon;311;
50156;Crosville-sur-Douve;66;
50158;Cuves;289;
50159;Dangy;697;
50161;Le Dézert;608;
50162;Digosville;1642;
50164;Domjean;1032;
50165;Donville-les-Bains;3183;
50166;Doville;342;
50167;Dragey-Ronthon;826;
50168;Ducey-Les Chéris;2860;
50169;Ecausseville;104;
50172;Emondeville;358;
50174;Equilly;205;
50175;Eroudeville;204;
50176;L'Etang-Bertrand;360;
50177;Etienville;378;
50178;Fermanville;1287;
50181;Feugères;338;
50182;La Feuillie;295;
50183;Fierville-les-Mines;352;
50184;Flamanville;1788;
50185;Fleury;1069;
50186;Flottemanville;226;
50188;Folligny;1110;
50190;Fontenay-sur-Mer;174;
50192;Fourneaux;130;
50193;Le Fresne-Poret;221;
50194;Fresville;378;
50195;Gathemo;256;
50196;Gatteville-le-Phare;508;
50197;Gavray-sur-Sienne;1981;
50198;Geffosses;482;
50199;Genêts;451;
50200;Ger;815;
50205;La Godefroy;286;
50207;Golleville;177;
50208;Gonfreville;158;
50209;Gonneville-Le Theil;1555;
50210;Gorges;350;
50214;Gouvets;281;
50215;Gouville-sur-Mer;3317;
50216;Graignes-Mesnil-Angot;896;
50217;Le Grand-Celland;612;
50218;Granville;13187;
50219;Gratot;679;
50221;Grimesnil;61;
50222;Grosville;806;
50225;Le Guislain;144;
50227;Le Ham;315;
50228;Hambye;1137;
50229;Hamelin;88;
50230;Hardinvast;917;
50231;Hauteville-sur-Mer;709;
50232;Hauteville-la-Guichard;491;
50233;Hautteville-Bocage;164;
50234;La Haye-Bellefond;77;
50235;La Haye-d'Ectot;276;
50236;La Haye;4089;
50237;La Haye-Pesnel;1283;
50238;Héauville;463;
50239;Thèreval;1833;
50240;Helleville;555;
50241;Hémevez;186;
50243;Heugueville-sur-Sienne;515;
50246;Hiesville;71;
50247;Hocquigny;193;
50251;Huberville;375;
50252;Hudimesnil;924;
50253;Huisnes-sur-Mer;177;
50256;Isigny-le-Buat;3323;
50258;Joganville;115;
50259;Juilley;667;
50260;Juvigny les Vallées;1730;
50261;Lamberville;171;
50262;La Lande-d'Airou;536;
50263;Lapenty;374;
50265;Laulne;198;
50266;Lengronne;423;
50267;Lessay;2291;
50268;Lestre;254;
50269;Liesville-sur-Douve;212;
50270;Lieusaint;411;
50271;Lingeard;87;
50272;Lingreville;1038;
50273;Montsenelle;1432;
50274;Les Loges-Marchis;1165;
50275;Les Loges-sur-Brécey;132;
50276;Lolif;602;
50277;Longueville;605;
50278;Le Loreur;289;
50279;Le Lorey;615;
50281;La Lucerne-d'Outremer;791;
50282;Le Luot;308;
50283;La Luzerne;75;
50285;Magneville;317;
50288;Marcey-les-Grèves;1323;
50289;Marchésieux;732;
50290;Marcilly;331;
50291;Margueray;125;
50292;Marigny-Le-Lozon;2745;
50294;Martinvast;1343;
50295;Maupertuis;145;
50296;Maupertus-sur-Mer;229;
50297;La Meauffe;1049;
50298;Méautis;659;
50299;Le Mesnil;227;
50300;Le Mesnil-Adelée;171;
50302;Le Mesnil-Amey;293;
50304;Le Mesnil-Aubert;202;
50305;Le Mesnil-au-Val;751;
50310;Le Mesnil-Eury;174;
50311;Le Mesnil-Garnier;234;
50312;Le Mesnil-Gilbert;138;
50315;Le Mesnillard;256;
50317;Le Mesnil-Ozenne;275;
50321;Le Mesnil-Rouxelin;520;
50324;Le Mesnil-Véneron;114;
50326;Le Mesnil-Villeman;236;
50327;La Meurdraquière;192;
50328;Millières;790;
50332;Les Moitiers-d'Allonne;726;
50334;Montabot;279;
50335;Montaigu-la-Brisette;510;
50336;Montaigu-les-Bois;230;
50338;Montbray;303;
50340;Montcuit;193;
50341;Montebourg;2210;
50342;Montfarville;829;
50345;Monthuchon;711;
50347;Montjoie-Saint-Martin;238;
50349;Montmartin-sur-Mer;1409;
50350;Montpinchon;528;
50351;Montrabot;94;
50352;Montreuil-sur-Lozon;341;
50353;Le Mont-Saint-Michel;29;
50356;Moon-sur-Elle;824;
50357;Morigny;73;
50359;Mortain-Bocage;3194;
50360;Morville;288;
50361;La Mouche;246;
50362;Moulines;290;
50363;Moyon Villages;1486;
50364;Muneville-le-Bingard;715;
50365;Muneville-sur-Mer;499;
50368;Nay;70;
50369;Négreville;844;
50370;Néhou;618;
50371;Le Neufbourg;419;
50372;Neufmesnil;183;
50373;Neuville-au-Plain;93;
50374;Neuville-en-Beaumont;28;
50376;Nicorps;401;
50378;Notre-Dame-de-Cenilly;643;
50379;Notre-Dame-de-Livoye;162;
50382;Nouainville;652;
50384;Octeville-l'Avenel;224;
50387;Orglandes;366;
50388;Orval sur Sienne;1185;
50389;Ouville;455;
50390;Ozeville;157;
50391;Grandparigny;2735;
50393;Percy-en-Normandie;2706;
50394;Périers;2287;
50395;La Pernelle;275;
50397;Perriers-en-Beauficel;216;
50398;Le Perron;203;
50399;Le Petit-Celland;182;
50400;Picauville;3300;
50401;Pierreville;752;
50402;Les Pieux;3308;
50403;Pirou;1469;
50405;Le Plessis-Lastelle;247;
50407;Poilley;966;
50408;Pontaubault;582;
50409;Pont-Hébert;2134;
50410;Pontorson;4396;
50411;Ponts;693;
50412;Port-Bail-sur-Mer;2624;
50413;Précey;580;
50417;Quettehou;1809;
50419;Quettreville-sur-Sienne;3264;
50420;Quibou;888;
50421;Quinéville;273;
50422;Raids;193;
50423;Rampan;207;
50425;Rauville-la-Bigot;1142;
50426;Rauville-la-Place;376;
50428;Reffuveille;517;
50429;Regnéville-sur-Mer;773;
50430;Reigneville-Bocage;42;
50431;Remilly Les Marais;1084;
50433;Réville;1024;
50435;Rocheville;612;
50436;Romagny Fontenay;1321;
50437;Roncey;809;
50442;Le Rozel;256;
50443;Sacey;526;
50444;Saint-Amand-Villages;2557;
50445;Saint-André-de-Bohon;366;
50446;Saint-André-de-l'Epine;557;
50447;Saint-Aubin-des-Préaux;471;
50448;Saint-Aubin-de-Terregatte;678;
50450;Saint-Barthélemy;340;
50451;Saint-Brice;129;
50452;Saint-Brice-de-Landelles;686;
50453;Sainte-Cécile;803;
50454;Saint-Christophe-du-Foc;432;
50455;Saint-Clair-sur-l'Elle;981;
50456;Saint-Clément-Rancoudray;557;
50457;Sainte-Colombe;201;
50461;Saint-Cyr;207;
50462;Saint-Cyr-du-Bailleul;377;
50463;Saint-Denis-le-Gast;535;
50464;Saint-Denis-le-Vêtu;637;
50467;Saint-Floxel;507;
50468;Saint-Fromond;785;
50469;Sainte-Geneviève;320;
50471;Saint-Georges-de-la-Rivière;295;
50472;Saint-Georges-de-Livoye;214;
50473;Saint-Georges-d'Elle;397;
50474;Saint-Georges-de-Rouelley;556;
50475;Saint-Georges-Montcocq;1001;
50476;Saint-Germain-d'Elle;226;
50478;Saint-Germain-de-Tournebut;433;
50479;Saint-Germain-de-Varreville;114;
50480;Saint-Germain-le-Gaillard;780;
50481;Saint-Germain-sur-Ay;918;
50482;Saint-Germain-sur-Sèves;165;
50483;Saint-Gilles;983;
50484;Saint-Hilaire-du-HarcouÃ«t;6182;
50486;Saint-Jacques-de-Néhou;628;
50487;Saint-James;5016;
50488;Saint-Jean-de-Daye;643;
50489;Saint-Jean-de-la-Haize;545;
50490;Saint-Jean-de-la-Rivière;363;
50491;Saint-Jean-de-Savigny;453;
50492;Saint-Jean-d'Elle;2553;
50493;Saint-Jean-des-Champs;1480;
50495;Saint-Jean-du-Corail-des-Bois;80;
50496;Saint-Jean-le-Thomas;392;
50498;Saint-Joseph;824;
50499;Saint-Laurent-de-Cuves;488;
50500;Saint-Laurent-de-Terregatte;666;
50502;Saint-Lô;19963;
50504;Saint-Louet-sur-Vire;207;
50505;Saint-Loup;714;
50506;Saint-Malo-de-la-Lande;486;
50507;Saint-Marcouf;351;
50509;Sainte-Marie-du-Mont;730;
50510;Saint-Martin-d'Aubigny;606;
50511;Saint-Martin-d'Audouville;132;
50512;Saint-Martin-de-Bonfossé;535;
50513;Saint-Martin-de-Cenilly;179;
50514;Chaulieu;308;
50517;Saint-Martin-de-Varreville;177;
50518;Saint-Martin-le-Bouillant;331;
50519;Saint-Martin-le-Gréard;575;
50521;Saint-Maur-des-Bois;158;
50522;Saint-Maurice-en-Cotentin;262;
50523;Sainte-Mère-Eglise;3127;
50525;Saint-Michel-de-Montjoie;329;
50528;Saint-Nicolas-de-Pierrepont;317;
50529;Saint-Nicolas-des-Bois;83;
50531;Saint-Ovin;802;
50532;Saint-Pair-sur-Mer;4227;
50533;Saint-Patrice-de-Claids;181;
50535;Le Parc;947;
50536;Saint-Pierre-d'Arthéglise;158;
50537;Saint-Pierre-de-Coutances;433;
50538;Saint-Pierre-de-Semilly;464;
50539;Saint-Pierre-Eglise;1835;
50540;Saint-Pierre-Langers;638;
50541;Saint-Planchers;1446;
50542;Saint-Pois;497;
50543;Saint-Quentin-sur-le-Homme;1377;
50546;Bourgvallées;3315;
50548;Saint-Sauveur-de-Pierrepont;124;
50549;Saint-Sauveur-la-Pommeraye;408;
50550;Saint-Sauveur-Villages;3749;
50551;Saint-Sauveur-le-Vicomte;2128;
50552;Saint-Sébastien-de-Raids;337;
50553;Saint-Senier-de-Beuvron;348;
50554;Saint-Senier-sous-Avranches;1479;
50556;Sainte-Suzanne-sur-Vire;706;
50562;Saint-Vaast-la-Hougue;1742;
50563;Saint-Vigor-des-Monts;287;
50564;Terre-et-Marais;1351;
50565;Sartilly-Baie-Bocage;2873;
50567;Saussemesnil;902;
50568;Saussey;477;
50569;Savigny;458;
50570;Savigny-le-Vieux;433;
50571;Sébeville;35;
50572;Sénoville;196;
50574;Servon;282;
50575;Sideville;782;
50576;Siouville-Hague;983;
50577;Sortosville-en-Beaumont;319;
50578;Sortosville;80;
50579;Sottevast;1450;
50580;Sotteville;474;
50582;Sourdeval;3220;
50584;Subligny;413;
50585;Surtainville;1181;
50587;Taillepied;18;
50588;Tamerville;700;
50589;Tanis;301;
50590;Le Tanu;411;
50591;Le Teilleul;1701;
50592;Tessy-Bocage;2321;
50593;Teurthéville-Bocage;596;
50594;Teurthéville-Hague;1064;
50596;Théville;350;
50597;Tirepied-sur-Sée;976;
50598;Tocqueville;273;
50599;Tollevast;1613;
50601;Torigny-les-Villes;4452;
50603;Tourville-sur-Sienne;802;
50604;Tréauville;768;
50606;Tribehou;525;
50607;La Trinité;397;
50609;Turqueville;130;
50610;Urville;215;
50612;Vains;831;
50613;Valcanville;411;
50615;Valognes;7088;
50616;Le Val-Saint-Père;2042;
50617;Varenguebec;333;
50618;Varouville;255;
50619;Le Vast;336;
50621;Vaudreville;72;
50624;La Vendelée;503;
50626;Ver;385;
50628;Vernix;159;
50629;Vesly;741;
50633;Le Vicel;122;
50634;Videcosville;85;
50637;Villebaudon;319;
50639;Villedieu-les-Poêles-Rouffigny;3919;
50641;Villiers-Fossard;672;
50643;Virandeville;807;
50647;Yquelon;1178;
50648;Yvetot-Bocage;1213;
51001;Ablancourt;167;
51002;Saint-Martin-d'Ablois;1430;
51003;Aigny;281;
51004;Allemanche-Launay-et-Soyer;121;
51005;Allemant;178;
51006;Alliancelles;151;
51007;Ambonnay;982;
51008;Ambrières;224;
51009;Anglure;845;
51010;Angluzelles-et-Courcelles;143;
51012;Anthenay;71;
51013;Aougny;104;
51014;Arcis-le-Ponsart;304;
51015;Argers;113;
51016;Arrigny;242;
51017;Arzillières-Neuville;331;
51018;Athis;920;
51019;Aubérive;261;
51020;Aubilly;56;
51022;Aulnay-l'Aître;193;
51023;Aulnay-sur-Marne;272;
51025;Auménancourt;1084;
51027;Auve;323;
51028;Avenay-Val-d'Or;1043;
51029;Avize;1914;
51030;AÃ¿-Champagne;5395;
51031;Baconnes;276;
51032;Bagneux;432;
51033;Le Baizil;254;
51034;Bannay;20;
51035;Bannes;256;
51036;Barbonne-Fayel;514;
51037;Baslieux-lès-Fismes;340;
51038;Baslieux-sous-Châtillon;189;
51039;Bassu;100;
51040;Bassuet;253;
51041;Baudement;107;
51042;Baye;394;
51043;Bazancourt;2380;
51044;Beaumont-sur-Vesle;812;
51045;Beaunay;104;
51046;Beine-Nauroy;1010;
51047;Belval-en-Argonne;47;
51048;Belval-sous-Châtillon;161;
51049;Bergères-lès-Vertus;580;
51050;Bergères-sous-Montmirail;137;
51051;Berméricourt;223;
51052;Berru;600;
51053;Berzieux;83;
51054;Bétheniville;1295;
51055;Bétheny;7177;
51056;Bethon;258;
51057;Bettancourt-la-Longue;78;
51058;Bezannes;3048;
51059;Bignicourt-sur-Marne;367;
51060;Bignicourt-sur-Saulx;174;
51061;Billy-le-Grand;121;
51062;Binarville;98;
51063;Binson-et-Orquigny;166;
51065;Blacy;645;
51066;Blaise-sous-Arzillières;333;
51068;Blesme;204;
51069;Bligny;119;
51070;Boissy-le-Repos;227;
51071;Bouchy-Saint-Genest;201;
51072;Bouilly;223;
51073;Bouleuse;226;
51074;Boult-sur-Suippe;1800;
51075;Bourgogne-Fresne;1455;
51076;Boursault;450;
51077;Bouvancourt;186;
51078;Bouy;589;
51079;Bouzy;890;
51080;Brandonvillers;191;
51081;Branscourt;325;
51082;Braux-Sainte-Cohière;99;
51083;Braux-Saint-Remy;84;
51084;Bréban;79;
51085;Le Breuil;381;
51086;Breuil-sur-Vesle;345;
51087;Breuvery-sur-Coole;225;
51088;Brimont;455;
51089;Brouillet;76;
51090;Broussy-le-Grand;324;
51091;Broussy-le-Petit;141;
51092;Broyes;361;
51093;Brugny-Vaudancourt;459;
51094;Brusson;184;
51095;Le Buisson;97;
51097;Bussy-le-Château;179;
51098;Bussy-le-Repos;140;
51099;Bussy-Lettrée;331;
51100;La Caure;109;
51101;Caurel;697;
51102;Cauroy-lès-Hermonville;479;
51103;La Celle-sous-Chantemerle;141;
51104;Cernay-en-Dormois;142;
51105;Cernay-lès-Reims;1463;
51106;Cernon;130;
51107;Chaintrix-Bierges;339;
51108;Châlons-en-Champagne;45625;
51109;Châlons-sur-Vesle;190;
51110;Chaltrait;56;
51111;Chambrecy;155;
51112;Chamery;436;
51113;Champaubert;124;
51115;Champfleury;571;
51116;Champguyon;283;
51117;Champigneul-Champagne;327;
51118;Champigny;1598;
51119;Champillon;519;
51120;Champlat-et-Boujacourt;155;
51121;Champvoisy;253;
51122;Changy;122;
51124;Chantemerle;50;
51125;Chapelaine;52;
51126;La Chapelle-Felcourt;50;
51127;La Chapelle-Lasson;89;
51128;La Chapelle-sous-Orbais;56;
51129;Charleville;258;
51130;Charmont;236;
51132;Les Charmontois;117;
51133;Le Châtelier;63;
51134;Châtelraould-Saint-Louvent;253;
51135;Châtillon-sur-Broué;78;
51136;Châtillon-sur-Marne;654;
51137;Châtillon-sur-Morin;226;
51138;Châtrices;37;
51139;Chaudefontaine;329;
51140;Chaumuzy;392;
51141;La Chaussée-sur-Marne;793;
51142;Chavot-Courcourt;344;
51143;Le Chemin;56;
51144;Cheminon;614;
